index,name,document,type,inner invocations,external invocations,calls,visits,length,lines,modifier,commit,full text,moved,removed,gpt text,gpt response,code summary
1,BLOCK_COMPARISON_SIZE,block comparison size ,Field,,,,,53,1,26,,private static final int BLOCK_COMPARISON_SIZE = 512;,False,False,,False,
2,"rangeCheckUnknown(long,long)",range check unknown zero based offset length ,Method,"rangeInputStream(InputStream,long,long,long) rangeReader(Reader,long,long,long)",,"org.h2.message.DbException+getInvalidValueException(String,Object) org.h2.message.DbException+getInvalidValueException(String,Object) org.h2.message.DbException+getInvalidValueException(String,Object) org.h2.message.DbException+getInvalidValueException(String,Object)",,322,8,10,,"private static void rangeCheckUnknown(long zeroBasedOffset, long length) {
        if (zeroBasedOffset < 0) {
            throw DbException.getInvalidValueException(""offset"", zeroBasedOffset + 1);
        }
        if (length < 0) {
            throw DbException.getInvalidValueException(""length"", length);
        }
    }",False,False,"This method is used to check if the given zero-based offset and length are valid. If either of them is negative, it throws an exception indicating the invalid value.",False,"The given code is a private static method called ""rangeCheckUnknown"" that checks if the zero-based offset and length values are valid. If the offset is less than 0 or the length is less than 0, it throws an exception with an appropriate error message."
3,"rangeInputStream(InputStream,long,long,long)",range input stream input stream one based offset length data size create an input stream that is s subset of the given stream param input stream the source input stream param one based offset the offset 1 means no offset param length the length of the result in bytes param data size the length of the input in bytes return the smaller input stream ,Method,,"org.h2.value.ValueLobDatabase+getInputStream(long,long) org.h2.value.ValueLobFetchOnDemand+getInputStream(long,long) org.h2.value.ValueLobFile+getInputStream(long,long) org.h2.value.ValueLobInMemory+getInputStream(long,long)","org.h2.value.Value+rangeCheck(long,long,long) org.h2.value.Value+rangeCheck(long,long,long) org.h2.value.ValueLob+rangeCheckUnknown(long,long) org.h2.value.ValueLob+rangeCheckUnknown(long,long) org.h2.store.RangeInputStream+RangeInputStream(InputStream,long,long) org.h2.message.DbException+getInvalidValueException(String,Object) org.h2.message.DbException+getInvalidValueException(String,Object)",,891,22,12,"/** 
 * Create an input stream that is s subset of the given stream.
 * @param inputStream the source input stream
 * @param oneBasedOffset the offset (1 means no offset)
 * @param length the length of the result, in bytes
 * @param dataSize the length of the input, in bytes
 * @return the smaller input stream
 */
","/**
     * Create an input stream that is s subset of the given stream.
     *
     * @param inputStream the source input stream
     * @param oneBasedOffset the offset (1 means no offset)
     * @param length the length of the result, in bytes
     * @param dataSize the length of the input, in bytes
     * @return the smaller input stream
     */
    protected static InputStream rangeInputStream(InputStream inputStream, long oneBasedOffset, long length,
            long dataSize) {
        if (dataSize > 0) {
            rangeCheck(oneBasedOffset - 1, length, dataSize);
        } else {
            rangeCheckUnknown(oneBasedOffset - 1, length);
        }
        try {
            return new RangeInputStream(inputStream, oneBasedOffset - 1, length);
        } catch (IOException e) {
            throw DbException.getInvalidValueException(""offset"", oneBasedOffset);
        }
    }",False,False,"This method creates a smaller input stream that is a subset of the given input stream. It takes the source input stream, an offset, the length of the result, and the length of the input as parameters. It performs range checks and returns the smaller input stream.",False,"This code defines a method called `rangeInputStream` that takes an input stream, an offset, a length, and a data size as parameters. It performs range checks on the offset and length, and then creates and returns a new input stream that is a subset of the original input stream based on the offset and length values. If an IOException occurs during the creation of the new input stream, an exception is thrown."
4,"rangeReader(Reader,long,long,long)",range reader reader one based offset length data size create a reader that is s subset of the given reader param reader the input reader param one based offset the offset 1 means no offset param length the length of the result in bytes param data size the length of the input in bytes return the smaller input stream ,Method,"getReader(long,long)",,"org.h2.value.Value+rangeCheck(long,long,long) org.h2.value.Value+rangeCheck(long,long,long) org.h2.value.ValueLob+rangeCheckUnknown(long,long) org.h2.value.ValueLob+rangeCheckUnknown(long,long) org.h2.store.RangeReader+RangeReader(Reader,long,long) org.h2.message.DbException+getInvalidValueException(String,Object) org.h2.message.DbException+getInvalidValueException(String,Object)",,828,21,10,"/** 
 * Create a reader that is s subset of the given reader.
 * @param reader the input reader
 * @param oneBasedOffset the offset (1 means no offset)
 * @param length the length of the result, in bytes
 * @param dataSize the length of the input, in bytes
 * @return the smaller input stream
 */
","/**
     * Create a reader that is s subset of the given reader.
     *
     * @param reader the input reader
     * @param oneBasedOffset the offset (1 means no offset)
     * @param length the length of the result, in bytes
     * @param dataSize the length of the input, in bytes
     * @return the smaller input stream
     */
    private static Reader rangeReader(Reader reader, long oneBasedOffset, long length, long dataSize) {
        if (dataSize > 0) {
            rangeCheck(oneBasedOffset - 1, length, dataSize);
        } else {
            rangeCheckUnknown(oneBasedOffset - 1, length);
        }
        try {
            return new RangeReader(reader, oneBasedOffset - 1, length);
        } catch (IOException e) {
            throw DbException.getInvalidValueException(""offset"", oneBasedOffset);
        }
    }",False,False,"This method creates a subset of a given reader by specifying an offset and length. It performs range checks on the offset and length parameters, and then creates a new RangeReader object with the specified offset and length.",False,"The `rangeReader` method takes a `Reader` object, an offset, a length, and the size of the input data as parameters. It performs range checks on the offset and length, and then creates and returns a new `Reader` object that represents a subset of the original reader starting from the specified offset and with the specified length."
5,"compare(ValueLob,ValueLob)",compare v1 v2 compares lo bs of the same type param v1 first lob value param v2 second lob value return result of comparison ,Method,"compareTypeSafe(Value,CompareMode,CastDataProvider)","org.h2.value.ValueLobDatabase+compareTypeSafe(Value,CompareMode,CastDataProvider) org.h2.value.ValueLobFetchOnDemand+compareTypeSafe(Value,CompareMode,CastDataProvider) org.h2.value.ValueLobInMemory+compareTypeSafe(Value,CompareMode,CastDataProvider)",,,3126,71,12,"/** 
 * Compares LOBs of the same type.
 * @param v1 first LOB value
 * @param v2 second LOB value
 * @return result of comparison
 */
","/**
     * Compares LOBs of the same type.
     *
     * @param v1 first LOB value
     * @param v2 second LOB value
     * @return result of comparison
     */
    protected static int compare(ValueLob v1, ValueLob v2) {
        int valueType = v1.getValueType();
        assert valueType == v2.getValueType();
        long minPrec = Math.min(v1.getType().getPrecision(), v2.getType().getPrecision());
        if (valueType == Value.BLOB) {
            try (InputStream is1 = v1.getInputStream(); InputStream is2 = v2.getInputStream()) {
                byte[] buf1 = new byte[BLOCK_COMPARISON_SIZE];
                byte[] buf2 = new byte[BLOCK_COMPARISON_SIZE];
                for (; minPrec >= BLOCK_COMPARISON_SIZE; minPrec -= BLOCK_COMPARISON_SIZE) {
                    if (IOUtils.readFully(is1, buf1, BLOCK_COMPARISON_SIZE) != BLOCK_COMPARISON_SIZE
                            || IOUtils.readFully(is2, buf2, BLOCK_COMPARISON_SIZE) != BLOCK_COMPARISON_SIZE) {
                        throw DbException.getUnsupportedException(""Invalid LOB"");
                    }
                    int cmp = Bits.compareNotNullUnsigned(buf1, buf2);
                    if (cmp != 0) {
                        return cmp;
                    }
                }
                for (;;) {
                    int c1 = is1.read(), c2 = is2.read();
                    if (c1 < 0) {
                        return c2 < 0 ? 0 : -1;
                    }
                    if (c2 < 0) {
                        return 1;
                    }
                    if (c1 != c2) {
                        return (c1 & 0xFF) < (c2 & 0xFF) ? -1 : 1;
                    }
                }
            } catch (IOException ex) {
                throw DbException.convert(ex);
            }
        } else {
            try (Reader reader1 = v1.getReader(); Reader reader2 = v2.getReader()) {
                char[] buf1 = new char[BLOCK_COMPARISON_SIZE];
                char[] buf2 = new char[BLOCK_COMPARISON_SIZE];
                for (; minPrec >= BLOCK_COMPARISON_SIZE; minPrec -= BLOCK_COMPARISON_SIZE) {
                    if (IOUtils.readFully(reader1, buf1, BLOCK_COMPARISON_SIZE) != BLOCK_COMPARISON_SIZE
                            || IOUtils.readFully(reader2, buf2, BLOCK_COMPARISON_SIZE) != BLOCK_COMPARISON_SIZE) {
                        throw DbException.getUnsupportedException(""Invalid LOB"");
                    }
                    int cmp = Bits.compareNotNull(buf1, buf2);
                    if (cmp != 0) {
                        return cmp;
                    }
                }
                for (;;) {
                    int c1 = reader1.read(), c2 = reader2.read();
                    if (c1 < 0) {
                        return c2 < 0 ? 0 : -1;
                    }
                    if (c2 < 0) {
                        return 1;
                    }
                    if (c1 != c2) {
                        return c1 < c2 ? -1 : 1;
                    }
                }
            } catch (IOException ex) {
                throw DbException.convert(ex);
            }
        }
    }",True,True,"This method compares two LOB values of the same type. It reads the LOB values in blocks and compares them byte by byte. If the LOB values are not equal, it returns the result of the comparison. If one LOB value is shorter than the other, it returns -1 or 1 depending on which one is shorter. If the LOB values are equal, it returns 0.",False,"This code defines a method called `compare` that compares two LOB (Large Object) values of the same type. It handles both BLOB (binary) and CLOB (character) types, reading and comparing the values in blocks of a specified size. The method returns the result of the comparison."
6,valueType,value type the value type value blob or clob ,Field,"ValueLob(int,long)","org.h2.value.ValueLobFetchOnDemand+getInputStream(long,long)",,,89,4,20,"/** 
 * the value type (Value.BLOB or CLOB)
 */
","/**
     * the value type (Value.BLOB or CLOB)
     */
    protected final int valueType;",False,False,"/** 
 * the value type (Value.BLOB or CLOB)
 */
",False,"/** 
 * the value type (Value.BLOB or CLOB)
 */
"
7,type,type ,Field,getType() getType(),,,,22,1,2,,private TypeInfo type;,False,False,,False,
8,precision,precision length in characters for character large objects or length in bytes for binary large objects ,Field,"ValueLob(int,long)","org.h2.value.ValueLobDatabase+convertPrecision(long) org.h2.value.ValueLobFetchOnDemand+convertPrecision(long) org.h2.value.ValueLobFile+ValueLobFile(DataHandler,Reader,long) org.h2.value.ValueLobFile+ValueLobFile(DataHandler,byte[],int,InputStream,long) org.h2.value.ValueLobInMemory+convertPrecision(long)",,,149,5,4,"/** 
 * Length in characters for character large objects or length in bytes for binary large objects.
 */
","/**
     * Length in characters for character large objects or length in bytes for
     * binary large objects.
     */
    protected long precision;",False,False,"/** 
 * Length in characters for character large objects or length in bytes for binary large objects.
 */
",False,"/** 
 * Length in characters for character large objects or length in bytes for binary large objects.
 */
"
9,otherPrecision,other precision length in characters for binary large objects or length in bytes for character large objects ,Field,,,,,159,5,64,"/** 
 * Length in characters for binary large objects or length in bytes for character large objects.
 */
","/**
     * Length in characters for binary large objects or length in bytes for
     * character large objects.
     */
    volatile long otherPrecision = -1L;",False,False,"/** 
 * Length in characters for binary large objects or length in bytes for character large objects.
 */
",False,"/** 
 * Length in characters for binary large objects or length in bytes for character large objects.
 */
"
10,hash,hash cache the hash code because it can be expensive to compute ,Field,,,,,99,4,2,"/** 
 * Cache the hashCode because it can be expensive to compute.
 */
","/**
     * Cache the hashCode because it can be expensive to compute.
     */
    private int hash;",False,False,"/** 
 * Cache the hashCode because it can be expensive to compute.
 */
",False,"/** 
 * Cache the hashCode because it can be expensive to compute.
 */
"
