index,name,type,inner invocations,external invocations,calls,visits,length,lines,start location,definition line,modifier,annotation,full text,removed
1,logger,Field,,,,,85,1,5001,89,26,,private static final Logger logger = LoggerFactory.getLogger(HotSpotLogParser.class);,False
2,model,Field,,,,,27,1,5089,91,2,,private JITDataModel model;,False
3,vmCommand,Field,,,,,32,1,5119,93,2,,private String vmCommand = null;,False
4,isTweakVMLog,Field,,,,,37,1,5154,95,2,,private boolean isTweakVMLog = false;,False
5,reading,Field,,,,,32,1,5194,97,2,,private boolean reading = false;,False
6,hasTraceClassLoad,Field,,,,,34,1,5229,99,0,,boolean hasTraceClassLoad = false;,False
7,hasParseError,Field,,,,,38,1,5266,101,2,,private boolean hasParseError = false;,False
8,errorDialogTitle,Field,,,,,32,1,5306,102,2,,private String errorDialogTitle;,False
9,errorDialogBody,Field,,,,,31,1,5340,103,2,,private String errorDialogBody;,False
10,currentMember,Field,,,,,41,1,5374,105,2,,private IMetaMember currentMember = null;,False
11,logListener,Field,HotSpotLogParser(IJITListener),,,,40,1,5418,107,2,,private IJITListener logListener = null;,False
12,errorListener,Field,"processLogFile(File,ILogParseErrorListener)",,,,52,1,5460,108,2,,private ILogParseErrorListener errorListener = null;,False
13,inHeader,Field,,,,,33,1,5515,110,2,,private boolean inHeader = false;,False
14,parseLineNumber,Field,,,,,29,1,5551,112,2,,private long parseLineNumber;,False
15,processLineNumber,Field,,,,,31,1,5582,113,2,,private long processLineNumber;,False
16,config,Field,setConfig(JITWatchConfig),,,,53,1,5616,115,2,,private JITWatchConfig config = new JITWatchConfig();,False
17,tagProcessor,Field,,,,,34,1,5672,117,2,,private TagProcessor tagProcessor;,False
18,asmProcessor,Field,,,,,39,1,5709,119,2,,private AssemblyProcessor asmProcessor;,False
19,splitLog,Field,,,,,43,1,5751,121,2,,private SplitLog splitLog = new SplitLog();,False
20,HotSpotLogParser(IJITListener),Method,,,org.adoptopenjdk.jitwatch.model.JITDataModel+JITDataModel(),org.adoptopenjdk.jitwatch.core.HotSpotLogParser+model org.adoptopenjdk.jitwatch.core.HotSpotLogParser+logListener org.adoptopenjdk.jitwatch.core.HotSpotLogParser+logListener,120,6,5797,123,1,,"public HotSpotLogParser(IJITListener logListener)
	{
		model = new JITDataModel();

		this.logListener = logListener;
	}",False
21,setConfig(JITWatchConfig),Method,,org.adoptopenjdk.jitwatch.launch.LaunchHeadless+LaunchHeadless(String[]),,org.adoptopenjdk.jitwatch.core.HotSpotLogParser+config org.adoptopenjdk.jitwatch.core.HotSpotLogParser+config,85,5,5920,131,1,,"@Override
	public void setConfig(JITWatchConfig config)
	{
		this.config = config;
	}",False
22,getConfig(),Method,,,,org.adoptopenjdk.jitwatch.core.HotSpotLogParser+config,67,5,6008,137,1,,"@Override
	public JITWatchConfig getConfig()
	{
		return config;
	}",False
23,getSplitLog(),Method,,,,org.adoptopenjdk.jitwatch.core.HotSpotLogParser+splitLog,65,5,6078,143,1,,"@Override
	public SplitLog getSplitLog()
	{
		return splitLog;
	}",False
24,getParsedClasspath(),Method,configureDisposableClassLoader() configureDisposableClassLoader() buildParsedClasspath(String),,org.adoptopenjdk.jitwatch.core.JITWatchConfig+getParsedClasspath() org.adoptopenjdk.jitwatch.core.JITWatchConfig+getParsedClasspath(),org.adoptopenjdk.jitwatch.core.HotSpotLogParser+config,98,5,6146,149,1,,"@Override
	public ParsedClasspath getParsedClasspath()
	{
		return config.getParsedClasspath();
	}",False
25,configureDisposableClassLoader(),Method,parseLogFile(),,"org.slf4j.Logger+debug(String) org.slf4j.Logger+debug(String) org.adoptopenjdk.jitwatch.core.JITWatchConfig+getConfiguredClassLocations() org.adoptopenjdk.jitwatch.core.JITWatchConfig+getConfiguredClassLocations() org.adoptopenjdk.jitwatch.model.ParsedClasspath+getClassLocations() org.adoptopenjdk.jitwatch.core.HotSpotLogParser+getParsedClasspath() org.adoptopenjdk.jitwatch.core.HotSpotLogParser+getParsedClasspath() org.adoptopenjdk.jitwatch.model.ParsedClasspath+getClassLocations() java.util.List+size() java.util.List+size() java.util.List+size() java.util.List+size() java.util.ArrayList+ArrayList(int) java.io.File+toURI() java.io.File+File(String) java.io.File+toURI() org.adoptopenjdk.jitwatch.logger.ILogListener+handleLogEntry(String) org.adoptopenjdk.jitwatch.logger.ILogListener+handleLogEntry(String) java.net.URI+toString() java.net.URI+toString() java.util.List+add(E) java.util.List+add(E) java.net.URI+toURL() java.net.URI+toURL() org.slf4j.Logger+error(String,Object,Object) org.slf4j.Logger+error(String,Object,Object) org.adoptopenjdk.jitwatch.model.ParsedClasspath+getClassLocations() org.adoptopenjdk.jitwatch.core.HotSpotLogParser+getParsedClasspath() org.adoptopenjdk.jitwatch.core.HotSpotLogParser+getParsedClasspath() org.adoptopenjdk.jitwatch.model.ParsedClasspath+getClassLocations() java.util.List+contains(Object) java.util.List+contains(Object) java.io.File+toURI() java.io.File+File(String) java.io.File+toURI() org.adoptopenjdk.jitwatch.logger.ILogListener+handleLogEntry(String) org.adoptopenjdk.jitwatch.logger.ILogListener+handleLogEntry(String) java.net.URI+toString() java.net.URI+toString() java.util.List+add(E) java.util.List+add(E) java.net.URI+toURL() java.net.URI+toURL() org.slf4j.Logger+error(String,Object,Object) org.slf4j.Logger+error(String,Object,Object) org.adoptopenjdk.jitwatch.util.ClassUtil+initialise(List<URL>) org.adoptopenjdk.jitwatch.util.ClassUtil+initialise(List<URL>)",org.adoptopenjdk.jitwatch.core.HotSpotLogParser+logger org.adoptopenjdk.jitwatch.core.HotSpotLogParser+config org.adoptopenjdk.jitwatch.core.HotSpotLogParser+logListener org.adoptopenjdk.jitwatch.core.HotSpotLogParser+logger org.adoptopenjdk.jitwatch.core.HotSpotLogParser+logListener org.adoptopenjdk.jitwatch.core.HotSpotLogParser+logger,1328,52,6247,154,2,,"private void configureDisposableClassLoader()
	{
		if (DEBUG_LOGGING)
		{
			logger.debug(""configureDisposableClassLoader()"");
		}

		List<String> configuredClassLocations = config.getConfiguredClassLocations();
		List<String> parsedClassLocations = getParsedClasspath().getClassLocations();

		int configuredClasspathCount = configuredClassLocations.size();
		int parsedClasspathCount = parsedClassLocations.size();

		List<URL> classpathURLList = new ArrayList<URL>(configuredClasspathCount + parsedClasspathCount);

		for (String filename : configuredClassLocations)
		{
			URI uri = new File(filename).toURI();

			logListener.handleLogEntry(""Adding configured classpath: "" + uri.toString());

			try
			{
				classpathURLList.add(uri.toURL());
			}
			catch (MalformedURLException e)
			{
				logger.error(""Could not create URL: {} "", uri, e);
			}
		}

		for (String filename : getParsedClasspath().getClassLocations())
		{
			if (!configuredClassLocations.contains(filename))
			{
				URI uri = new File(filename).toURI();

				logListener.handleLogEntry(""Adding parsed classpath: "" + uri.toString());

				try
				{
					classpathURLList.add(uri.toURL());
				}
				catch (MalformedURLException e)
				{
					logger.error(""Could not create URL: {} "", uri, e);
				}
			}
		}

		ClassUtil.initialise(classpathURLList);
	}",False
26,logEvent(JITEvent),Method,"handleMember(String,Map<String,String>,EventType,Tag) handleMember(String,Map<String,String>,EventType,Tag)",,org.adoptopenjdk.jitwatch.core.IJITListener+handleJITEvent(JITEvent) org.adoptopenjdk.jitwatch.core.IJITListener+handleJITEvent(JITEvent),org.adoptopenjdk.jitwatch.core.HotSpotLogParser+logListener org.adoptopenjdk.jitwatch.core.HotSpotLogParser+logListener,116,7,7578,207,2,,"private void logEvent(JITEvent event)
	{
		if (logListener != null)
		{
			logListener.handleJITEvent(event);
		}
	}",False
