index,name,type,inner invocations,external invocations,calls,visits,length,lines,start location,definition line,modifier,annotation,full text,removed
1,WORKER_CAPACITY_BYTES,Field,,,,,55,1,1467,43,26,,private static final int WORKER_CAPACITY_BYTES = 20000;,False
2,USER_QUOTA_UNIT_BYTES,Field,,,,,54,1,1525,44,26,,private static final int USER_QUOTA_UNIT_BYTES = 1000;,False
3,SLEEP_MS,Field,,,,,94,1,1582,45,26,,private static final int SLEEP_MS = WorkerConf.get().TO_MASTER_HEARTBEAT_INTERVAL_MS * 2 + 10;,False
4,mLocalTachyonCluster,Field,,,,,56,1,1679,46,2,,private LocalTachyonCluster mLocalTachyonCluster = null;,True
5,mTfs,Field,,,,,30,1,1738,47,2,,private TachyonFS mTfs = null;,True
6,after(),Method,,,tachyon.master.LocalTachyonCluster+stop() tachyon.master.LocalTachyonCluster+stop() java.lang.System+clearProperty(String) java.lang.System+clearProperty(String) java.lang.System+clearProperty(String) java.lang.System+clearProperty(String),tachyon.client.TachyonFSTest+mLocalTachyonCluster,198,6,1772,50,17,,"@After
  public final void after() throws Exception {
    mLocalTachyonCluster.stop();
    System.clearProperty(""tachyon.user.quota.unit.bytes"");
    System.clearProperty(""tachyon.max.columns"");
  }",False
7,before(),Method,,,"java.lang.System+setProperty(String,String) java.lang.System+setProperty(String,String) java.lang.System+setProperty(String,String) java.lang.System+setProperty(String,String) tachyon.master.LocalTachyonCluster+LocalTachyonCluster(long) tachyon.master.LocalTachyonCluster+start() tachyon.master.LocalTachyonCluster+start() tachyon.master.LocalTachyonCluster+getClient() tachyon.master.LocalTachyonCluster+getClient()",tachyon.client.TachyonFSTest+USER_QUOTA_UNIT_BYTES tachyon.client.TachyonFSTest+mLocalTachyonCluster tachyon.client.TachyonFSTest+WORKER_CAPACITY_BYTES tachyon.client.TachyonFSTest+mLocalTachyonCluster tachyon.client.TachyonFSTest+mTfs tachyon.client.TachyonFSTest+mLocalTachyonCluster,354,8,1974,57,17,,"@Before
  public final void before() throws IOException {
    System.setProperty(""tachyon.user.quota.unit.bytes"", USER_QUOTA_UNIT_BYTES + """");
    System.setProperty(""tachyon.max.columns"", ""257"");
    mLocalTachyonCluster = new LocalTachyonCluster(WORKER_CAPACITY_BYTES);
    mLocalTachyonCluster.start();
    mTfs = mLocalTachyonCluster.getClient();
  }",False
8,getRootTest(),Method,,,tachyon.client.TachyonFS+getFileId(TachyonURI) tachyon.client.TachyonFS+getFileId(TachyonURI) tachyon.TachyonURI+TachyonURI(String),tachyon.client.TachyonFSTest+mTfs tachyon.TachyonURI+SEPARATOR,140,4,2332,66,1,,"@Test
  public void getRootTest() throws IOException {
    Assert.assertEquals(1, mTfs.getFileId(new TachyonURI(TachyonURI.SEPARATOR)));
  }",False
9,createFileTest(),Method,,,tachyon.client.AbstractTachyonFS+createFile(TachyonURI) tachyon.client.AbstractTachyonFS+createFile(TachyonURI) tachyon.TachyonURI+TachyonURI(String) tachyon.client.AbstractTachyonFS+createFile(TachyonURI) tachyon.client.AbstractTachyonFS+createFile(TachyonURI) tachyon.TachyonURI+TachyonURI(String) tachyon.client.AbstractTachyonFS+createFile(TachyonURI) tachyon.client.AbstractTachyonFS+createFile(TachyonURI) tachyon.TachyonURI+TachyonURI(String),tachyon.client.TachyonFSTest+mTfs tachyon.client.TachyonFSTest+mTfs tachyon.client.TachyonFSTest+mTfs,368,9,2476,71,1,,"@Test
  public void createFileTest() throws IOException {
    int fileId = mTfs.createFile(new TachyonURI(""/root/testFile1""));
    Assert.assertEquals(3, fileId);
    fileId = mTfs.createFile(new TachyonURI(""/root/testFile2""));
    Assert.assertEquals(4, fileId);
    fileId = mTfs.createFile(new TachyonURI(""/root/testFile3""));
    Assert.assertEquals(5, fileId);
  }",False
10,createFileTest2(),Method,,,tachyon.TachyonURI+TachyonURI(String) tachyon.client.AbstractTachyonFS+createFile(TachyonURI) tachyon.client.AbstractTachyonFS+createFile(TachyonURI) tachyon.client.TachyonFS+exist(TachyonURI) tachyon.client.TachyonFS+exist(TachyonURI),tachyon.client.TachyonFSTest+mTfs tachyon.client.TachyonFSTest+mTfs,262,8,2848,81,1,,"@Test
  public void createFileTest2() throws IOException {
    for (int k = 1; k < 4; k ++) {
      TachyonURI uri = new TachyonURI(""/root/testFile"" + k);
      Assert.assertEquals(k + 2, mTfs.createFile(uri));
      Assert.assertTrue(mTfs.exist(uri));
    }
  }",False
11,createFileWithUfsFileTest(),Method,,,"tachyon.master.LocalTachyonCluster+getTempFolderInUnderFs() tachyon.master.LocalTachyonCluster+getTempFolderInUnderFs() tachyon.UnderFileSystem+get(String) tachyon.UnderFileSystem+get(String) tachyon.UnderFileSystem+create(String,int) tachyon.UnderFileSystem+create(String,int) java.io.OutputStream+close() java.io.OutputStream+close() tachyon.TachyonURI+TachyonURI(String) tachyon.client.AbstractTachyonFS+createFile(TachyonURI,TachyonURI) tachyon.client.AbstractTachyonFS+createFile(TachyonURI,TachyonURI) tachyon.TachyonURI+TachyonURI(String) tachyon.client.TachyonFS+exist(TachyonURI) tachyon.client.TachyonFS+exist(TachyonURI) tachyon.client.TachyonFile+getUfsPath() tachyon.client.TachyonFS+getFile(TachyonURI) tachyon.client.TachyonFS+getFile(TachyonURI) tachyon.client.TachyonFile+getUfsPath()",tachyon.client.TachyonFSTest+mLocalTachyonCluster tachyon.client.TachyonFSTest+mTfs tachyon.client.TachyonFSTest+mTfs tachyon.client.TachyonFSTest+mTfs,515,11,3114,90,1,,"@Test
  public void createFileWithUfsFileTest() throws IOException {
    String tempFolder = mLocalTachyonCluster.getTempFolderInUnderFs();
    UnderFileSystem underFs = UnderFileSystem.get(tempFolder);
    OutputStream os = underFs.create(tempFolder + ""/temp"", 100);
    os.close();
    TachyonURI uri = new TachyonURI(""/abc"");
    mTfs.createFile(uri, new TachyonURI(tempFolder + ""/temp""));
    Assert.assertTrue(mTfs.exist(uri));
    Assert.assertEquals(tempFolder + ""/temp"", mTfs.getFile(uri).getUfsPath());
  }",True
12,createFileWithFileAlreadyExistExceptionTest(),Method,,,tachyon.client.AbstractTachyonFS+createFile(TachyonURI) tachyon.client.AbstractTachyonFS+createFile(TachyonURI) tachyon.TachyonURI+TachyonURI(String) tachyon.client.AbstractTachyonFS+createFile(TachyonURI) tachyon.client.AbstractTachyonFS+createFile(TachyonURI) tachyon.TachyonURI+TachyonURI(String),tachyon.client.TachyonFSTest+mTfs tachyon.client.TachyonFSTest+mTfs,290,6,3633,102,1,,"@Test(expected = IOException.class)
  public void createFileWithFileAlreadyExistExceptionTest() throws IOException {
    int fileId = mTfs.createFile(new TachyonURI(""/root/testFile1""));
    Assert.assertEquals(3, fileId);
    fileId = mTfs.createFile(new TachyonURI(""/root/testFile1""));
  }",False
