index,name,type,inner invocations,external invocations,calls,visits,length,lines,start location,definition line,modifier,annotation,full text,removed
1,serialVersionUID,Field,,,,,48,1,5246,114,26,,private static final long serialVersionUID = 1L;,False
2,LOG,Field,,,,,82,1,5297,115,26,,"private static final Logger LOG = LoggerFactory.getLogger(""hive.ql.exec.DDLTask"");",False
3,separator,Field,,,,,55,1,5383,117,26,,private static final int separator = Utilities.tabCode;,False
4,terminator,Field,,,,,60,1,5441,118,26,,private static final int terminator = Utilities.newLineCode;,False
5,INTERMEDIATE_ARCHIVED_DIR_SUFFIX,Field,,,,,55,1,5621,122,10,,private static String INTERMEDIATE_ARCHIVED_DIR_SUFFIX;,False
6,INTERMEDIATE_ORIGINAL_DIR_SUFFIX,Field,,,,,55,1,5679,123,10,,private static String INTERMEDIATE_ORIGINAL_DIR_SUFFIX;,False
7,INTERMEDIATE_EXTRACTED_DIR_SUFFIX,Field,,,,,56,1,5737,124,10,,private static String INTERMEDIATE_EXTRACTED_DIR_SUFFIX;,False
8,requireLock(),Method,,,org.apache.hadoop.hive.ql.plan.DDLWork+getNeedLock() org.apache.hadoop.hive.ql.plan.DDLWork+getNeedLock(),org.apache.hadoop.hive.ql.exec.Task<org.apache.hadoop.hive.ql.plan.DDLWork>+work org.apache.hadoop.hive.ql.exec.Task+work org.apache.hadoop.hive.ql.exec.Task<org.apache.hadoop.hive.ql.plan.DDLWork>+work org.apache.hadoop.hive.ql.exec.Task+work,103,4,5797,127,1,,"@Override
  public boolean requireLock() {
    return this.work != null && this.work.getNeedLock();
  }",False
9,DDLTask(),Method,,,,,35,3,5904,131,1,,"public DDLTask() {
    super();
  }",False
10,"initialize(QueryState,QueryPlan,DriverContext,CompilationOpContext)",Method,,,"org.apache.hadoop.hive.ql.exec.Task+initialize(QueryState,QueryPlan,DriverContext,CompilationOpContext) org.apache.hadoop.hive.conf.HiveConf+getVar(Configuration,ConfVars) org.apache.hadoop.hive.conf.HiveConf+getVar(Configuration,ConfVars) org.apache.hadoop.hive.conf.HiveConf+getVar(Configuration,ConfVars) org.apache.hadoop.hive.conf.HiveConf+getVar(Configuration,ConfVars) org.apache.hadoop.hive.conf.HiveConf+getVar(Configuration,ConfVars) org.apache.hadoop.hive.conf.HiveConf+getVar(Configuration,ConfVars)",org.apache.hadoop.hive.ql.exec.DDLTask+INTERMEDIATE_ARCHIVED_DIR_SUFFIX org.apache.hadoop.hive.ql.exec.Task+conf org.apache.hadoop.hive.ql.exec.DDLTask+INTERMEDIATE_ORIGINAL_DIR_SUFFIX org.apache.hadoop.hive.ql.exec.Task+conf org.apache.hadoop.hive.ql.exec.DDLTask+INTERMEDIATE_EXTRACTED_DIR_SUFFIX org.apache.hadoop.hive.ql.exec.Task+conf,637,14,5943,136,1,,"@Override
  public void initialize(QueryState queryState, QueryPlan queryPlan, DriverContext ctx,
      CompilationOpContext opContext) {
    super.initialize(queryState, queryPlan, ctx, opContext);

    // Pick the formatter to use to display the results.  Either the
    // normal human readable output or a json object.
    INTERMEDIATE_ARCHIVED_DIR_SUFFIX =
        HiveConf.getVar(conf, ConfVars.METASTORE_INT_ARCHIVED);
    INTERMEDIATE_ORIGINAL_DIR_SUFFIX =
        HiveConf.getVar(conf, ConfVars.METASTORE_INT_ORIGINAL);
    INTERMEDIATE_EXTRACTED_DIR_SUFFIX =
        HiveConf.getVar(conf, ConfVars.METASTORE_INT_EXTRACTED);
  }",False
11,execute(DriverContext),Method,,,,,2409,69,6584,151,1,,"@Override
  public int execute(DriverContext driverContext) {
    if (driverContext.getCtx().getExplainAnalyze() == AnalyzeState.RUNNING) {
      return 0;
    }

    // Create the db
    Hive db;
    try {
      db = Hive.get(conf);

      AlterTableDesc alterTbl = work.getAlterTblDesc();
      if (alterTbl != null) {
        if (!allowOperationInReplicationScope(db, alterTbl.getOldName(), null, alterTbl.getReplicationSpec())) {
          // no alter, the table is missing either due to drop/rename which follows the alter.
          // or the existing table is newer than our update.
          LOG.debug(""DDLTask: Alter Table is skipped as table {} is newer than update"", alterTbl.getOldName());
          return 0;
        }
        return alterTable(db, alterTbl);
      }

      AlterTableSimpleDesc simpleDesc = work.getAlterTblSimpleDesc();
      if (simpleDesc != null) {
        if (simpleDesc.getType() == AlterTableTypes.TOUCH) {
          return touch(db, simpleDesc);
        } else if (simpleDesc.getType() == AlterTableTypes.ARCHIVE) {
          return archive(db, simpleDesc, driverContext);
        } else if (simpleDesc.getType() == AlterTableTypes.UNARCHIVE) {
          return unarchive(db, simpleDesc);
        } else if (simpleDesc.getType() == AlterTableTypes.COMPACT) {
          return compact(db, simpleDesc);
        }
      }

      MsckDesc msckDesc = work.getMsckDesc();
      if (msckDesc != null) {
        return msck(db, msckDesc);
      }

      ShowConfDesc showConf = work.getShowConfDesc();
      if (showConf != null) {
        return showConf(db, showConf);
      }

      AlterTablePartMergeFilesDesc mergeFilesDesc = work.getMergeFilesDesc();
      if (mergeFilesDesc != null) {
        return mergeFiles(db, mergeFilesDesc, driverContext);
      }

      CacheMetadataDesc cacheMetadataDesc = work.getCacheMetadataDesc();
      if (cacheMetadataDesc != null) {
        return cacheMetadata(db, cacheMetadataDesc);
      }
      InsertCommitHookDesc insertCommitHookDesc = work.getInsertCommitHookDesc();
      if (insertCommitHookDesc != null) {
        return insertCommitWork(db, insertCommitHookDesc);
      }

      if (work.getReplSetFirstIncLoadFlagDesc() != null) {
        return remFirstIncPendFlag(db, work.getReplSetFirstIncLoadFlagDesc());
      }
    } catch (Throwable e) {
      failed(e);
      return 1;
    }
    assert false;
    return 0;
  }",False
