index,name,type,inner invocations,external invocations,calls,visits,length,lines,start location,definition line,modifier,annotation,full text,removed
1,clazzInfoMap,Field,,,,,62,1,13679,249,2,,"private Map<String, ClazzInfo> clazzInfoMap = new HashMap<>();",False
2,refClazzMap,Field,"setRefClazzMap(Map<String,ClazzRefInfo>)",,,,64,1,13747,251,2,,"private Map<String, ClazzRefInfo> refClazzMap = new HashMap<>();",False
3,defaultClasses,Field,"LibClassRefVisitor(Set<String>,ClassPool)",,,,35,1,13817,253,2,,private Set<String> defaultClasses;,False
4,self,Field,"LibClassRefVisitor(Set<String>,ClassPool)",,,,23,1,13858,255,2,,private ClassPool self;,False
5,"LibClassRefVisitor(Set<String>,ClassPool)",Method,,,,com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+defaultClasses com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+defaultClasses com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+self com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+self,149,4,13887,257,1,,"public LibClassRefVisitor(Set<String> defaultClasses, ClassPool self) {
        this.defaultClasses = defaultClasses;
        this.self = self;
    }",False
6,visitProgramClass(ProgramClass),Method,,,"com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+addSuperClass(ProgramClass) com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+addSuperClass(ProgramClass) com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+addInterface(ProgramClass,int) com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+addInterface(ProgramClass,int)",,391,15,14042,263,1,,"@Override
    public void visitProgramClass(ProgramClass programClass) {

        addSuperClass(programClass);

        for (int i = 0; i < programClass.getInterfaceCount(); i++) {
            addInterface(programClass, i);
        }

        programClass.methodsAccept(this);

        programClass.interfaceConstantsAccept(this);

        programClass.constantPoolEntriesAccept(this);
    }",False
7,"addInterface(ProgramClass,int)",Method,visitProgramClass(ProgramClass),,com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+isNotRefClazz(String) com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+isNotRefClazz(String) com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+getRefInfo(String) com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+getRefInfo(String) com.taobao.android.builder.tools.proguard.domain.ClazzRefInfo+setKeepAll(boolean) com.taobao.android.builder.tools.proguard.domain.ClazzRefInfo+setKeepAll(boolean),,305,8,14439,278,2,,"private void addInterface(ProgramClass programClass, int i) {
        String interfaceClazz = programClass.getInterfaceName(i);
        if (isNotRefClazz(interfaceClazz)) {
            return;
        }
        ClazzRefInfo refClazz2 = getRefInfo(interfaceClazz);
        refClazz2.setKeepAll(true);
    }",False
8,addSuperClass(ProgramClass),Method,visitProgramClass(ProgramClass),,com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+isNotRefClazz(String) com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+isNotRefClazz(String) com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+getRefInfo(String) com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+getRefInfo(String) com.taobao.android.builder.tools.proguard.domain.ClazzRefInfo+setNeedExtend(boolean) com.taobao.android.builder.tools.proguard.domain.ClazzRefInfo+setNeedExtend(boolean) com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+getClazzInfo(String) com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+getClazzInfo(String) com.taobao.android.builder.tools.proguard.domain.ClazzInfo+setSuperClazzName(String) com.taobao.android.builder.tools.proguard.domain.ClazzInfo+setSuperClazzName(String),,448,12,14750,287,2,,"private void addSuperClass(ProgramClass programClass) {
        String superName = programClass.getSuperName();
        if (isNotRefClazz(superName)) {
            return;
        }
        ClazzRefInfo refClazz = getRefInfo(superName);
        refClazz.setNeedExtend(true);
        //TODO
        //refClazz.setKeepAll(true);
        ClazzInfo clazzInfo = getClazzInfo(programClass.getName());
        clazzInfo.setSuperClazzName(superName);
    }",False
9,getRefInfo(String),Method,"addInterface(ProgramClass,int) addSuperClass(ProgramClass) addRefMethod(String,String) visitFieldrefConstant(Clazz,FieldrefConstant) visitMethodrefConstant(Clazz,MethodrefConstant)",,"java.util.Map+get(Object) java.util.Map+get(Object) com.taobao.android.builder.tools.proguard.domain.ClazzRefInfo+ClazzRefInfo(String) java.util.Map+put(K,V) java.util.Map+put(K,V)",com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+refClazzMap com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+refClazzMap,299,9,15204,301,2,,"@NotNull
    private ClazzRefInfo getRefInfo(String clazzName) {
        ClazzRefInfo refClazz = refClazzMap.get(clazzName);
        if (null == refClazz) {
            refClazz = new ClazzRefInfo(clazzName);
            refClazzMap.put(clazzName, refClazz);
        }
        return refClazz;
    }",False
10,getClazzInfo(String),Method,"addSuperClass(ProgramClass) visitMethodrefConstant(Clazz,MethodrefConstant) visitProgramMethod(ProgramClass,ProgramMethod)",,"java.util.Map+get(Object) java.util.Map+get(Object) com.taobao.android.builder.tools.proguard.domain.ClazzInfo+ClazzInfo(String) java.util.Map+put(K,V) java.util.Map+put(K,V)",com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+clazzInfoMap com.taobao.android.builder.tools.proguard.domain.LibClassRefVisitor+clazzInfoMap,299,9,15509,311,2,,"@NotNull
    private ClazzInfo getClazzInfo(String clazzName) {
        ClazzInfo clazzInfo = clazzInfoMap.get(clazzName);
        if (null == clazzInfo) {
            clazzInfo = new ClazzInfo(clazzName);
            clazzInfoMap.put(clazzName, clazzInfo);
        }
        return clazzInfo;
    }",False
