index,name,type,inner invocations,external invocations,calls,visits,length,lines,modifier,annotation,full text,removed
1,SWITCH_STYLE_TRIE,Field,,,,,46,1,25,,public static final int SWITCH_STYLE_TRIE = 0;,False
2,SWITCH_STYLE_HASH,Field,,,,,46,1,25,,public static final int SWITCH_STYLE_HASH = 1;,False
3,FIND_CLASS,Field,,,,,99,2,26,,"private static final Signature FIND_CLASS =
      Signature.parse(""Class CGLIB$findClass(String)"");",False
4,Ops(),Method,,,,,21,2,2,,"private Ops() {
    }",False
5,load_class_this(Emitter),Method,,"net.sf.cglib.MethodInterceptor+generateStatic(Emitter,Context)","net.sf.cglib.core.Ops+load_class_helper(Emitter,Type) net.sf.cglib.core.Ops+load_class_helper(Emitter,Type) net.sf.cglib.core.Emitter+getClassType() net.sf.cglib.core.Emitter+getClassType()",,101,3,9,,"public static void load_class_this(Emitter e) {
        load_class_helper(e, e.getClassType());
    }",True
6,"load_class(Emitter,Type)",Method,"load_method(Emitter,Method) push_object(Emitter,Object)",,"net.sf.cglib.core.Emitter+isPrimitive(Type) net.sf.cglib.core.Emitter+isPrimitive(Type) java.lang.IllegalArgumentException+IllegalArgumentException(String) net.sf.cglib.core.Emitter+getstatic(Type,String,Type) net.sf.cglib.core.Emitter+getstatic(Type,String,Type) net.sf.cglib.core.Ops+getBoxedType(Type) net.sf.cglib.core.Ops+getBoxedType(Type) net.sf.cglib.core.Ops+load_class_helper(Emitter,Type) net.sf.cglib.core.Ops+load_class_helper(Emitter,Type)",org.objectweb.asm.Type+VOID_TYPE net.sf.cglib.core.Types+CLASS,366,10,9,,"public static void load_class(Emitter e, Type type) {
        if (Emitter.isPrimitive(type)) {
            if (type == Type.VOID_TYPE) {
                throw new IllegalArgumentException(""cannot load void type"");
            }
            e.getstatic(getBoxedType(type), ""TYPE"", Types.CLASS);
        } else {
            load_class_helper(e, type);
        }
    }",True
7,"load_method(Emitter,Method)",Method,,"net.sf.cglib.InvocationHandler+generateStatic(Emitter,Context) net.sf.cglib.MethodInterceptor+generateStatic(Emitter,Context)","net.sf.cglib.core.Ops+load_class(Emitter,Type) net.sf.cglib.core.Ops+load_class(Emitter,Type) org.objectweb.asm.Type+getType(Class) org.objectweb.asm.Type+getType(Class) java.lang.reflect.Method+getDeclaringClass() java.lang.reflect.Method+getDeclaringClass() net.sf.cglib.core.Emitter+push(String) net.sf.cglib.core.Emitter+push(String) java.lang.reflect.Method+getName() java.lang.reflect.Method+getName() net.sf.cglib.core.Ops+push_object(Emitter,Object) net.sf.cglib.core.Ops+push_object(Emitter,Object) java.lang.reflect.Method+getParameterTypes() java.lang.reflect.Method+getParameterTypes() net.sf.cglib.core.Emitter+invoke_virtual(Type,Signature) net.sf.cglib.core.Emitter+invoke_virtual(Type,Signature)",net.sf.cglib.core.Types+CLASS net.sf.cglib.core.Signatures+GET_DECLARED_METHOD,286,6,9,,"public static void load_method(Emitter e, Method method) {
        load_class(e, Type.getType(method.getDeclaringClass()));
        e.push(method.getName());
        push_object(e, method.getParameterTypes());
        e.invoke_virtual(Types.CLASS, Signatures.GET_DECLARED_METHOD);
    }",True
8,"load_class_helper(Emitter,Type)",Method,"load_class_this(Emitter) load_class(Emitter,Type)",,"net.sf.cglib.core.Emitter+register(Object,FinalizeCallback) net.sf.cglib.core.Emitter+register(Object,FinalizeCallback) +() +process()",net.sf.cglib.core.Ops+FIND_CLASS,322,9,10,,"private static void load_class_helper(final Emitter e, Type type) {
        e.register(FIND_CLASS, new Emitter.FinalizeCallback() {
            public void process() {
                generateFindClass(e);
            }
        });
        e.push(emulateClassGetName(type));
        e.invoke_static_this(FIND_CLASS);
    }",True
9,emulateClassGetName(Type),Method,,,"net.sf.cglib.core.Emitter+isPrimitive(Type) net.sf.cglib.core.Emitter+isPrimitive(Type) net.sf.cglib.core.Emitter+isArray(Type) net.sf.cglib.core.Emitter+isArray(Type) java.lang.String+replace(char,char) org.objectweb.asm.Type+getDescriptor() org.objectweb.asm.Type+getDescriptor() java.lang.String+replace(char,char) org.objectweb.asm.Type+getClassName() org.objectweb.asm.Type+getClassName()",,252,7,10,,"private static String emulateClassGetName(Type type) {
        if (Emitter.isPrimitive(type) || Emitter.isArray(type)) {
            return type.getDescriptor().replace('/', '.');
        } else {
            return type.getClassName();
        }
    }",True
10,generateFindClass(Emitter),Method,,,"net.sf.cglib.core.Emitter+begin_method(int,Signature,Type[]) net.sf.cglib.core.Emitter+begin_method(int,Signature,Type[]) net.sf.cglib.core.Emitter+begin_block() net.sf.cglib.core.Emitter+begin_block() net.sf.cglib.core.Emitter+load_arg(int) net.sf.cglib.core.Emitter+load_arg(int) net.sf.cglib.core.Emitter+invoke_static(Type,Signature) net.sf.cglib.core.Emitter+invoke_static(Type,Signature) net.sf.cglib.core.Emitter+return_value() net.sf.cglib.core.Emitter+return_value() net.sf.cglib.core.Emitter+end_block() net.sf.cglib.core.Emitter+end_block() net.sf.cglib.core.Emitter+catch_exception(Block,Type) net.sf.cglib.core.Emitter+catch_exception(Block,Type) net.sf.cglib.core.Emitter+invoke_virtual(Type,Signature) net.sf.cglib.core.Emitter+invoke_virtual(Type,Signature) net.sf.cglib.core.Emitter+new_instance(Type) net.sf.cglib.core.Emitter+new_instance(Type) net.sf.cglib.core.Emitter+dup_x1() net.sf.cglib.core.Emitter+dup_x1() net.sf.cglib.core.Emitter+swap() net.sf.cglib.core.Emitter+swap() net.sf.cglib.core.Emitter+invoke_constructor(Type,Signature) net.sf.cglib.core.Emitter+invoke_constructor(Type,Signature) net.sf.cglib.core.Emitter+athrow() net.sf.cglib.core.Emitter+athrow()",net.sf.cglib.core.Constants+PRIVATE_FINAL_STATIC net.sf.cglib.core.Ops+FIND_CLASS net.sf.cglib.core.Types+CLASS net.sf.cglib.core.Signatures+FOR_NAME net.sf.cglib.core.Types+CLASS_NOT_FOUND_EXCEPTION net.sf.cglib.core.Types+THROWABLE net.sf.cglib.core.Signatures+GET_MESSAGE net.sf.cglib.core.Types+NO_CLASS_DEF_FOUND_ERROR net.sf.cglib.core.Types+NO_CLASS_DEF_FOUND_ERROR net.sf.cglib.core.Signatures+CSTRUCT_STRING,986,24,10,,"private static void generateFindClass(Emitter e) {
        /* generates:
           static private Class findClass(String name) throws Exception {
               try {
                   return Class.forName(name);
               } catch (java.lang.ClassNotFoundException cne) {
                   throw new java.lang.NoClassDefFoundError(cne.getMessage());
               }
           }
         */
        e.begin_method(Constants.PRIVATE_FINAL_STATIC, FIND_CLASS, null);
        Block block = e.begin_block();
        e.load_arg(0);
        e.invoke_static(Types.CLASS, Signatures.FOR_NAME);
        e.return_value();
        e.end_block();
        e.catch_exception(block, Types.CLASS_NOT_FOUND_EXCEPTION);
        e.invoke_virtual(Types.THROWABLE, Signatures.GET_MESSAGE);
        e.new_instance(Types.NO_CLASS_DEF_FOUND_ERROR);
        e.dup_x1();
        e.swap();
        e.invoke_constructor(Types.NO_CLASS_DEF_FOUND_ERROR, Signatures.CSTRUCT_STRING);
        e.athrow();
    }",True
